"colony_id","CALICE","MEASUREMENT","value","species","treatment","recovered"
"OFRA_PP_8HS21","C5","W",0.474,"OFRA","PP","p"
"OFRA_PP_8HS21","C5","CW",0.32,"OFRA","PP","p"
"OFRA_PP_8HS21","C3","H",0.486,"OFRA","PP","p"
"OFRA_PP_8HS21","C3","CH",0.326,"OFRA","PP","p"
"OFRA_PP_8HS21","C2","H",0.485,"OFRA","PP","p"
"OFRA_PP_8HS21","C2","CH",0.278,"OFRA","PP","p"
"OFRA_PP_8HS21","C2","W",0.467,"OFRA","PP","p"
"OFRA_PP_8HS21","C3","CA",0.069,"OFRA","PP","p"
"OFRA_PP_8HS21","C4","A",0.126,"OFRA","PP","p"
"OFRA_PP_8HS21","C4","CA",0.071,"OFRA","PP","p"
"OFRA_PP_8HS21","C5","A",0.159,"OFRA","PP","p"
"OFRA_PP_8HS21","C5","CA",0.073,"OFRA","PP","p"
"OFRA_PP_8HS21","C1","A",0.157,"OFRA","PP","p"
"OFRA_PP_8HS21","C1","CA",0.071,"OFRA","PP","p"
"OFRA_PP_8HS21","C2","A",0.163,"OFRA","PP","p"
"OFRA_PP_8HS21","C2","CA",0.058,"OFRA","PP","p"
"OFRA_PP_8HS21","C1","W",0.515,"OFRA","PP","p"
"OFRA_PP_8HS21","C1","CW",0.32,"OFRA","PP","p"
"OFRA_PP_8HS21","C3","A",0.165,"OFRA","PP","p"
"OFRA_PP_8HS23","C1","CH",0.25,"OFRA","PP","p"
"OFRA_PP_8HS23","C4","CH",0.213,"OFRA","PP","p"
"OFRA_PP_8HS23","C5","CW",0.236,"OFRA","PP","p"
"OFRA_PP_8HS23","C1","W",0,"OFRA","PP","p"
"OFRA_PP_8HS23","C1","CW",0,"OFRA","PP","p"
"OFRA_PP_8HS23","C2","H",0.465,"OFRA","PP","p"
"OFRA_PP_8HS23","C2","CH",0.244,"OFRA","PP","p"
"OFRA_PP_8HS23","C2","W",0.391,"OFRA","PP","p"
"OFRA_PP_8HS23","C4","H",0.383,"OFRA","PP","p"
"OFRA_PP_8HS23","C2","A",0.102,"OFRA","PP","p"
"OFRA_PP_8HS23","C4","W",0.297,"OFRA","PP","p"
"OFRA_PP_8HS23","C4","CW",0.181,"OFRA","PP","p"
"OFRA_PP_8HS23","C5","H",0.306,"OFRA","PP","p"
"OFRA_PP_8HS23","C5","CH",0.244,"OFRA","PP","p"
"OFRA_PP_8HS23","C5","W",0.463,"OFRA","PP","p"
"OFRA_PP_8HS23","C1","H",0.415,"OFRA","PP","p"
"OFRA_PP_8HS23","C2","CW",0.278,"OFRA","PP","p"
"OFRA_PP_8HS23","C3","H",0.382,"OFRA","PP","p"
"OFRA_PP_8HS23","C3","CH",0.276,"OFRA","PP","p"
"OFRA_PP_8HS23","C3","W",0.406,"OFRA","PP","p"
"OFRA_PP_8HS23","C3","CW",0.198,"OFRA","PP","p"
"OFRA_PP_8HS23","C3","CA",0.056,"OFRA","PP","p"
"OFRA_PP_8HS23","C4","A",0.085,"OFRA","PP","p"
"OFRA_PP_8HS23","C2","CA",0.064,"OFRA","PP","p"
"OFRA_PP_8HS23","C3","A",0.108,"OFRA","PP","p"
"OFRA_PP_8HS23","C5","CA",0.068,"OFRA","PP","p"
"OFRA_PP_8HS23","C1","A",0.0002716,"OFRA","PP","p"
"OFRA_PP_8HS23","C4","CA",0.052,"OFRA","PP","p"
"OFRA_PP_8HS23","C5","A",0.14,"OFRA","PP","p"
"OFRA_PP_8HS23","C1","CA",0.0002054,"OFRA","PP","p"
"OFRA_PP_8HS24","C1","H",0.528,"OFRA","PP","p"
"OFRA_PP_8HS24","C2","CW",0.287,"OFRA","PP","p"
"OFRA_PP_8HS24","C5","H",0.599,"OFRA","PP","p"
"OFRA_PP_8HS24","C5","CH",0.377,"OFRA","PP","p"
"OFRA_PP_8HS24","C5","W",0.537,"OFRA","PP","p"
"OFRA_PP_8HS24","C5","CW",0.334,"OFRA","PP","p"
"OFRA_PP_8HS24","C3","H",0.466,"OFRA","PP","p"
"OFRA_PP_8HS24","C3","CH",0.343,"OFRA","PP","p"
"OFRA_PP_8HS24","C3","W",0.566,"OFRA","PP","p"
"OFRA_PP_8HS24","C3","CW",0.339,"OFRA","PP","p"
"OFRA_PP_8HS24","C4","H",0.587,"OFRA","PP","p"
"OFRA_PP_8HS24","C1","CH",0.344,"OFRA","PP","p"
"OFRA_PP_8HS24","C4","CH",0.321,"OFRA","PP","p"
"OFRA_PP_8HS24","C4","W",0.606,"OFRA","PP","p"
"OFRA_PP_8HS24","C4","CW",0.283,"OFRA","PP","p"
"OFRA_PP_8HS24","C2","A",0.234,"OFRA","PP","p"
"OFRA_PP_8HS24","C2","CA",0.098,"OFRA","PP","p"
"OFRA_PP_8HS24","C3","A",0.213,"OFRA","PP","p"
"OFRA_PP_8HS24","C3","CA",0.096,"OFRA","PP","p"
"OFRA_PP_8HS24","C4","A",0.201,"OFRA","PP","p"
"OFRA_PP_8HS24","C4","CA",0.102,"OFRA","PP","p"
"OFRA_PP_8HS24","C5","A",0.28,"OFRA","PP","p"
"OFRA_PP_8HS24","C5","CA",0.107,"OFRA","PP","p"
"OFRA_PP_8HS24","C1","A",0.239,"OFRA","PP","p"
"OFRA_PP_8HS24","C1","CA",0.102,"OFRA","PP","p"
"OFRA_PP_8HS24","C1","W",0.636,"OFRA","PP","p"
"OFRA_PP_8HS24","C1","CW",0.353,"OFRA","PP","p"
"OFRA_PP_8HS24","C2","H",0.53,"OFRA","PP","p"
"OFRA_PP_8HS24","C2","CH",0.36,"OFRA","PP","p"
"OFRA_PP_8HS24","C2","W",0.521,"OFRA","PP","p"
"OFRA_PP_9CX5_P1","C2","CA",0.046,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C3","A",0.098,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C3","CA",0.038,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C2","A",0.114,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C4","CA",0.041,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C5","A",0.076,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C5","CA",0.027,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C4","A",0.134,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C1","H",0.397,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C2","CW",0.219,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C3","H",0.376,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C3","CH",0.245,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C3","W",0.428,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C3","CW",0.24,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C4","H",0.378,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C1","CH",0.237,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C4","CH",0.241,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C4","W",0.384,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C4","CW",0.173,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C5","H",0.332,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C5","CH",0.174,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C5","W",0.302,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C5","CW",0.15,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C1","W",0.424,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C1","CW",0.21,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C2","H",0.416,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C2","CH",0.242,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C2","W",0.364,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C1","A",0.117,"OFRA","PP","P1"
"OFRA_PP_9CX5_P1","C1","CA",0.044,"OFRA","PP","P1"
"OFRA_PP_9CX5_P2","C1","H",0.474,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C2","CW",0.248,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C3","W",0.372,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C3","CW",0.252,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C4","H",0.526,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C1","CH",0.259,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C4","CH",0.316,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C4","W",0.473,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C4","CW",0.272,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C5","H",0.462,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C5","CH",0.287,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C5","W",0.465,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C5","CW",0.229,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C3","H",0.465,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C3","CH",0.287,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C2","A",0.177,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C2","CA",0.063,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C3","A",0.19,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C3","CA",0.061,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C4","A",0.218,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C4","CA",0.07,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C5","A",0.183,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C5","CA",0.059,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C1","A",0.183,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C1","CA",0.059,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C1","W",0.437,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C1","CW",0.25,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C2","H",0.521,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C2","CH",0.302,"OFRA","PP","P2"
"OFRA_PP_9CX5_P2","C2","W",0.37,"OFRA","PP","P2"
"OFRA_PP_9GT30_P1","C2","CA",0.072,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C3","A",0.157,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C3","CA",0.072,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C2","A",0.182,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C1","CA",0.065,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C1","W",0.431,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C1","CW",0.274,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C2","H",0.448,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C2","CH",0.285,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C2","W",0.469,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C4","H",0.488,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C1","CH",0.261,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C4","A",0.213,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C4","CA",0.082,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C5","A",0.208,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C5","CA",0.08,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C1","A",0.127,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C1","H",0.433,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C2","CW",0.283,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C3","H",0.38,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C3","CH",0.266,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C3","W",0.468,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C3","CW",0.266,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C4","CW",0.337,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C5","H",0.468,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C4","CH",0.3,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C4","W",0.507,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C5","CW",0.31,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C5","CH",0.308,"OFRA","PP","P1"
"OFRA_PP_9GT30_P1","C5","W",0.519,"OFRA","PP","P1"
"OFRA_PP_9GT30_P2","C5","A",0.207,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C4","CA",0.069,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C4","W",0.431,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C4","CW",0.268,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C5","H",0.437,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C5","CH",0.298,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C5","W",0.54,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C5","CW",0.312,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C5","CA",0.081,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C1","A",0.17,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C1","CA",0.077,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C3","CW",0.279,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C4","H",0.482,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C1","CH",0.304,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C4","CH",0.286,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C2","A",0.175,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C2","CA",0.069,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C3","A",0.213,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C3","CA",0.083,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C4","A",0.195,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C1","H",0.428,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C2","CW",0.265,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C3","H",0.514,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C3","CH",0.271,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C3","W",0.433,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C2","CH",0.301,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C2","W",0.418,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C1","W",0.452,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C1","CW",0.26,"OFRA","PP","P2"
"OFRA_PP_9GT30_P2","C2","H",0.517,"OFRA","PP","P2"
"OFRA_PS_0CX4","C4","CA",0.073,"OFRA","PS","p"
"OFRA_PS_0CX4","C3","A",0.17,"OFRA","PS","p"
"OFRA_PS_0CX4","C3","CA",0.078,"OFRA","PS","p"
"OFRA_PS_0CX4","C4","A",0.218,"OFRA","PS","p"
"OFRA_PS_0CX4","C1","CA",0.076,"OFRA","PS","p"
"OFRA_PS_0CX4","C5","A",0.163,"OFRA","PS","p"
"OFRA_PS_0CX4","C5","CA",0.065,"OFRA","PS","p"
"OFRA_PS_0CX4","C1","A",0.179,"OFRA","PS","p"
"OFRA_PS_0CX4","C2","A",0.236,"OFRA","PS","p"
"OFRA_PS_0CX4","C2","CA",0.064,"OFRA","PS","p"
"OFRA_PS_0CX4","C1","H",0.395,"OFRA","PS","p"
"OFRA_PS_0CX4","C2","CW",0.242,"OFRA","PS","p"
"OFRA_PS_0CX4","C3","H",0.454,"OFRA","PS","p"
"OFRA_PS_0CX4","C3","CH",0.282,"OFRA","PS","p"
"OFRA_PS_0CX4","C3","W",0.531,"OFRA","PS","p"
"OFRA_PS_0CX4","C3","CW",0.287,"OFRA","PS","p"
"OFRA_PS_0CX4","C4","H",0.527,"OFRA","PS","p"
"OFRA_PS_0CX4","C1","CH",0.267,"OFRA","PS","p"
"OFRA_PS_0CX4","C4","CH",0.294,"OFRA","PS","p"
"OFRA_PS_0CX4","C4","W",0.52,"OFRA","PS","p"
"OFRA_PS_0CX4","C4","CW",0.27,"OFRA","PS","p"
"OFRA_PS_0CX4","C5","H",0.466,"OFRA","PS","p"
"OFRA_PS_0CX4","C5","CH",0.297,"OFRA","PS","p"
"OFRA_PS_0CX4","C5","W",0.506,"OFRA","PS","p"
"OFRA_PS_0CX4","C5","CW",0.27,"OFRA","PS","p"
"OFRA_PS_0CX4","C1","W",0.556,"OFRA","PS","p"
"OFRA_PS_0CX4","C1","CW",0.296,"OFRA","PS","p"
"OFRA_PS_0CX4","C2","H",0.483,"OFRA","PS","p"
"OFRA_PS_0CX4","C2","CH",0.286,"OFRA","PS","p"
"OFRA_PS_0CX4","C2","W",0.608,"OFRA","PS","p"
"OFRA_PS_0CX5","C1","H",0.364,"OFRA","PS","p"
"OFRA_PS_0CX5","C2","CW",0.201,"OFRA","PS","p"
"OFRA_PS_0CX5","C3","H",0.4,"OFRA","PS","p"
"OFRA_PS_0CX5","C3","CH",0.197,"OFRA","PS","p"
"OFRA_PS_0CX5","C3","W",0.502,"OFRA","PS","p"
"OFRA_PS_0CX5","C3","CW",0.212,"OFRA","PS","p"
"OFRA_PS_0CX5","C4","H",0.339,"OFRA","PS","p"
"OFRA_PS_0CX5","C1","CH",0.195,"OFRA","PS","p"
"OFRA_PS_0CX5","C4","CH",0.205,"OFRA","PS","p"
"OFRA_PS_0CX5","C4","W",0.431,"OFRA","PS","p"
"OFRA_PS_0CX5","C4","CW",0.252,"OFRA","PS","p"
"OFRA_PS_0CX5","C5","H",0.387,"OFRA","PS","p"
"OFRA_PS_0CX5","C5","CH",0.165,"OFRA","PS","p"
"OFRA_PS_0CX5","C5","W",0.432,"OFRA","PS","p"
"OFRA_PS_0CX5","C5","CW",0.213,"OFRA","PS","p"
"OFRA_PS_0CX5","C2","A",0.133,"OFRA","PS","p"
"OFRA_PS_0CX5","C2","CA",0.038,"OFRA","PS","p"
"OFRA_PS_0CX5","C3","A",0.147,"OFRA","PS","p"
"OFRA_PS_0CX5","C3","CA",0.043,"OFRA","PS","p"
"OFRA_PS_0CX5","C4","A",0.119,"OFRA","PS","p"
"OFRA_PS_0CX5","C4","CA",0.04,"OFRA","PS","p"
"OFRA_PS_0CX5","C5","A",0.116,"OFRA","PS","p"
"OFRA_PS_0CX5","C5","CA",0.034,"OFRA","PS","p"
"OFRA_PS_0CX5","C1","A",0.121,"OFRA","PS","p"
"OFRA_PS_0CX5","C1","CA",0.042,"OFRA","PS","p"
"OFRA_PS_0CX5","C1","W",0.495,"OFRA","PS","p"
"OFRA_PS_0CX5","C1","CW",0.23,"OFRA","PS","p"
"OFRA_PS_0CX5","C2","H",0.387,"OFRA","PS","p"
"OFRA_PS_0CX5","C2","CH",0.187,"OFRA","PS","p"
"OFRA_PS_0CX5","C2","W",0.481,"OFRA","PS","p"
"OFRA_PS_0GT1","C2","CA",0.043,"OFRA","PS","p"
"OFRA_PS_0GT1","C3","A",0.139,"OFRA","PS","p"
"OFRA_PS_0GT1","C3","CA",0.056,"OFRA","PS","p"
"OFRA_PS_0GT1","C2","A",0.128,"OFRA","PS","p"
"OFRA_PS_0GT1","C1","CA",0.052,"OFRA","PS","p"
"OFRA_PS_0GT1","C1","CW",0.233,"OFRA","PS","p"
"OFRA_PS_0GT1","C2","H",0.441,"OFRA","PS","p"
"OFRA_PS_0GT1","C2","CH",0.255,"OFRA","PS","p"
"OFRA_PS_0GT1","C2","W",0.387,"OFRA","PS","p"
"OFRA_PS_0GT1","C3","CW",0.253,"OFRA","PS","p"
"OFRA_PS_0GT1","C4","H",0.525,"OFRA","PS","p"
"OFRA_PS_0GT1","C1","CH",0.268,"OFRA","PS","p"
"OFRA_PS_0GT1","C4","A",0.165,"OFRA","PS","p"
"OFRA_PS_0GT1","C4","CA",0.059,"OFRA","PS","p"
"OFRA_PS_0GT1","C5","A",0.16,"OFRA","PS","p"
"OFRA_PS_0GT1","C5","CA",0.056,"OFRA","PS","p"
"OFRA_PS_0GT1","C1","A",0.141,"OFRA","PS","p"
"OFRA_PS_0GT1","C1","H",0.495,"OFRA","PS","p"
"OFRA_PS_0GT1","C2","CW",0.223,"OFRA","PS","p"
"OFRA_PS_0GT1","C3","H",0.439,"OFRA","PS","p"
"OFRA_PS_0GT1","C3","CH",0.255,"OFRA","PS","p"
"OFRA_PS_0GT1","C3","W",0.43,"OFRA","PS","p"
"OFRA_PS_0GT1","C4","W",0.474,"OFRA","PS","p"
"OFRA_PS_0GT1","C4","CW",0.261,"OFRA","PS","p"
"OFRA_PS_0GT1","C5","H",0.43,"OFRA","PS","p"
"OFRA_PS_0GT1","C4","CH",0.295,"OFRA","PS","p"
"OFRA_PS_0GT1","C5","W",0.506,"OFRA","PS","p"
"OFRA_PS_0GT1","C5","CW",0.232,"OFRA","PS","p"
"OFRA_PS_0GT1","C1","W",0.394,"OFRA","PS","p"
"OFRA_PS_0GT1","C5","CH",0.279,"OFRA","PS","p"
"OFRA_PS_0GT3","C4","A",0.079,"OFRA","PS","p"
"OFRA_PS_0GT3","C4","CA",0.034,"OFRA","PS","p"
"OFRA_PS_0GT3","C5","A",0.125,"OFRA","PS","p"
"OFRA_PS_0GT3","C5","H",0.439,"OFRA","PS","p"
"OFRA_PS_0GT3","C5","CH",0.201,"OFRA","PS","p"
"OFRA_PS_0GT3","C5","W",0.415,"OFRA","PS","p"
"OFRA_PS_0GT3","C5","CW",0.216,"OFRA","PS","p"
"OFRA_PS_0GT3","C1","W",0.482,"OFRA","PS","p"
"OFRA_PS_0GT3","C5","CA",0.055,"OFRA","PS","p"
"OFRA_PS_0GT3","C1","A",0.134,"OFRA","PS","p"
"OFRA_PS_0GT3","C1","CA",0.046,"OFRA","PS","p"
"OFRA_PS_0GT3","C4","H",0.326,"OFRA","PS","p"
"OFRA_PS_0GT3","C1","CH",0.232,"OFRA","PS","p"
"OFRA_PS_0GT3","C4","CH",0.148,"OFRA","PS","p"
"OFRA_PS_0GT3","C4","W",0.352,"OFRA","PS","p"
"OFRA_PS_0GT3","C4","CW",0.161,"OFRA","PS","p"
"OFRA_PS_0GT3","C2","A",0.049,"OFRA","PS","p"
"OFRA_PS_0GT3","C2","CA",0.018,"OFRA","PS","p"
"OFRA_PS_0GT3","C3","A",0.105,"OFRA","PS","p"
"OFRA_PS_0GT3","C3","CA",0.043,"OFRA","PS","p"
"OFRA_PS_0GT3","C1","H",0.387,"OFRA","PS","p"
"OFRA_PS_0GT3","C2","CW",0.118,"OFRA","PS","p"
"OFRA_PS_0GT3","C3","H",0.35,"OFRA","PS","p"
"OFRA_PS_0GT3","C3","CH",0.191,"OFRA","PS","p"
"OFRA_PS_0GT3","C3","W",0.381,"OFRA","PS","p"
"OFRA_PS_0GT3","C3","CW",0.178,"OFRA","PS","p"
"OFRA_PS_0GT3","C2","W",0.217,"OFRA","PS","p"
"OFRA_PS_0GT3","C1","CW",0.207,"OFRA","PS","p"
"OFRA_PS_0GT3","C2","H",0.259,"OFRA","PS","p"
"OFRA_PS_0GT3","C2","CH",0.145,"OFRA","PS","p"
"OFRA_PS_0GT5_P1","C2","CA",0.043,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C4","CA",0.047,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C3","A",0.125,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C3","CA",0.05,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C4","A",0.13,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C1","CA",0.064,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C5","A",0.129,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C5","CA",0.036,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C1","A",0.16,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C2","A",0.102,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C1","H",0.457,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C2","CW",0.168,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C3","H",0.42,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C3","CH",0.243,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C3","W",0.377,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C3","CW",0.174,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C4","H",0.431,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C1","CH",0.271,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C4","CH",0.249,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C4","W",0.49,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C4","CW",0.195,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C5","H",0.338,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C5","CH",0.181,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C5","W",0.432,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C5","CW",0.151,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C1","W",0.426,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C1","CW",0.227,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C2","H",0.332,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C2","CH",0.212,"OFRA","PS","P1"
"OFRA_PS_0GT5_P1","C2","W",0.425,"OFRA","PS","P1"
"OFRA_PS_0GT5_P2","C1","H",0.493,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C2","CW",0.238,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C3","H",0.42,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C3","CH",0.215,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C3","W",0.294,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C3","CW",0.182,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C4","H",0.475,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C1","CH",0.315,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C4","CH",0.174,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C4","W",0.312,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C4","CW",0.199,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C5","H",0.409,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C5","CH",0.217,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C5","W",0.384,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C5","CW",0.229,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C1","W",0.413,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C1","CW",0.2,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C2","H",0.447,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C2","CH",0.236,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C2","W",0.37,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C3","A",0.096,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C3","CA",0.013,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C4","A",0.107,"OFRA","PS","P2"
"OFRA_PS_0GT5_P2","C4","CA",0.019,"OFRA","PS","P2"
