"","bag_number","depth","act_depth","species","colony_number","site","colony_id","airbrush_volume","Host_AFDW_mg.cm2","Sym_AFDW_mg.cm2","sym.cm2","W","H","CW","CH","A","CA","di","Cdi","A.CA","D","chla.ug.cm2","chlc2.ug.cm2"
"262","451",15,16,"PAST",5,"Turrumote","15PA5T","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","93/ PAN 83",30,30,"PAST",1,"Turrumote","30PA1T","21.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51413055555556,1.981225
"264","95/ PAN 85",30,31,"PAST",2,"Turrumote","30PA2T","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0067763304104,1.23008384347227
"265","110",30,30,"PAST",3,"Turrumote","30PA3T","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34348637003063,2.04764027664785
"266","255",30,30,"PAST",4,"Turrumote","30PA4T","13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6383392823151,3.6024266121048
"267","256",30,29,"PAST",5,"Turrumote","30PA5T","27",NA,NA,43.7680051874173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82767184236808,2.82667047910815
"268","19",45,45,"PAST",1,"Turrumote","45PA1T","14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","22",45,46,"PAST",2,"Turrumote","45PA2T","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.50824804854345,2.31281682560641
"270","33",45,45,"PAST",3,"Turrumote","45PA3T","16.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","38",45,44,"PAST",4,"Turrumote","45PA4T","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","49",45,46,"PAST",5,"Turrumote","45PA5T","30",NA,NA,74.034568176502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.24298387522543,2.78154444912959
"273","51",45,44,"PAST",6,"Turrumote","45PA6T","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62759392844497,1.07809649305771
"274","58",55,53,"PAST",1,"Turrumote","55PA1T","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05993986378157,0.67255928451234
"275","70",55,52,"PAST",2,"Turrumote","55PA2T","16.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","74",55,55,"PAST",3,"Turrumote","55PA3T","14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","76",55,52,"PAST",4,"Turrumote","55PA4T","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.476718389309,3.14052225429724
"278","280",55,50,"PAST",5,"Turrumote","55PA5T","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46679297666735,2.15428223263523
"279","9",15,15,"PPOR",1,"Turrumote","15PP1AT","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2625549923078,6.17406796138709
"280","9",15,15,"PPOR",1,"Turrumote","15PP1BT","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.419996427626,4.59128597028452
"281","203",15,18,"PPOR",2,"Turrumote","15PP2T","26",NA,NA,55.3817333293754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7298642210981,5.48901426627439
"282","209",15,15,"PPOR",3,"Turrumote","15PP3T","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3628700561053,3.22740331475343
"283","262",15,15,"PPOR",4,"Turrumote","15PP4T","20",NA,NA,31.942946503307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4825521994174,2.50061000844797
"284","267",15,15,"PPOR",5,"Turrumote","15PP5T","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.384685917986,5.62084128123881
"285","90",30,30,"PPOR",1,"Turrumote","30PP1T","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1946061820989,4.49078397897585
"286","96/ PAN 86",30,31,"PPOR",2,"Turrumote","30PP2T","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3741558361164,5.67718535840273
"287","102/ PAN 92",30,30,"PPOR",3,"Turrumote","30PP3T","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6832369035327,5.09712465841102
"288","109",30,30,"PPOR",4,"Turrumote","30PP4T","40",NA,NA,51.9089550169398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.13890970867,4.44284663263189
"289","113",30,30,"PPOR",5,"Turrumote","30PP5T","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2207231155939,5.46881478991043
"290","17",45,47,"PPOR",1,"Turrumote","45PP1T","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14052141569696,0.531069086003233
"291","32",45,45,"PPOR",2,"Turrumote","45PP2T","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21720422621609,0.570365463837279
"292","36",45,46,"PPOR",3,"Turrumote","45PP3T","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1550879246055,6.22000815467087
"293","37",45,46,"PPOR",4,"Turrumote","45PP4T","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1493827816336,2.48490221764263
"294","41",45,47,"PPOR",5,"Turrumote","45PP5T","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5865406911624,2.60290359359711
"295","44",45,44,"PPOR",6,"Turrumote","45PP6T","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96086011069303,1.51050789612911
"296","47",45,47,"PPOR",7,"Turrumote","45PP7T","34",NA,NA,29.0174120270144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1186663751407,3.96073856353495
"297","57",55,54,"PPOR",1,"Turrumote","55PP1T","25",NA,NA,36.304080195647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.90801552036073,1.30663119938942
"298","63",55,53,"PPOR",2,"Turrumote","55PP2T","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3169164103792,5.56762974362708
"299","82",55,54,"PPOR",3,"Turrumote","55PP3T","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3994997223574,7.16620130340846
"300","86",55,56,"PPOR",4,"Turrumote","55PP4T","18",NA,NA,63.3546785875166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8870545854688,3.84891634491344
"301","88",55,53,"PPOR",5,"Turrumote","55PP5T","16",NA,NA,38.1149839719157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78497457202233,2.04860128191996
"302","89",55,52,"PPOR",6,"Turrumote","55PP6T","34",NA,NA,68.9918674561184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59073837708313,0.797659258070502
"303","107",55,57,"PPOR",7,"Turrumote","55PP7T","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29848741698349,2.07219633121406
"304",NA,NA,NA,NA,NA,NA,"45PA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,NA,NA,NA,NA,"45PA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",NA,NA,NA,NA,NA,NA,"45PA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,NA,NA,NA,NA,"55PA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,NA,NA,NA,NA,"45OFAML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,NA,NA,NA,NA,"450FA2T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
