Row.names,X,Label,Area,Mean,Min,Max,Angle,Length,CALICE,MEASUREMENT
15,15,OFRA_PP_6GT17,0.0004487,124.381,0.005,167.652,-0.424,0.492,C3,W
16,16,OFRA_PP_6GT17,0.0002032,104.607,57.273,164.929,2.816,0.222,C3,CW
17,17,OFRA_PP_6GT17,0.147,123.723,0,183,0,0,C3,A
18,18,OFRA_PP_6GT17,0.037,101.761,0,177,0,0,C3,CA
19,19,OFRA_PP_6GT17,0.0003293,66.307,0,121.424,-89.421,0.361,C4,H
2,2,OFRA_PP_6GT17,0.0001402,88.186,41.937,136.429,-92.726,0.153,C1,CH
20,20,OFRA_PP_6GT17,0.0001535,43.642,0,94.536,-88.755,0.168,C4,CH
21,21,OFRA_PP_6GT17,0.0004089,80.29,0,131.122,-1.397,0.448,C4,W
22,22,OFRA_PP_6GT17,0.0002065,73.21,0.333,114.532,0.924,0.226,C4,CW
23,23,OFRA_PP_6GT17,0.146,81.046,0,153,0,0,C4,A
24,24,OFRA_PP_6GT17,0.038,72.33,0,137,0,0,C4,CA
25,25,OFRA_PP_6GT17,0.0003957,134.76,84.235,167,-106.607,0.433,C5,H
26,26,OFRA_PP_6GT17,0.000224,86.127,0.333,163.475,-104.657,0.245,C5,CH
27,27,OFRA_PP_6GT17,0.0004886,127.394,0.333,161.299,-1.559,0.536,C5,W
28,28,OFRA_PP_6GT17,0.0002397,92.303,1.06E-11,158.111,2.386,0.263,C5,CW
29,29,OFRA_PP_6GT17,0.204,129.345,0,195,0,0,C5,A
3,3,OFRA_PP_6GT17,0.0004811,104.638,0.048,166.937,-5.553,0.527,C1,W
30,30,OFRA_PP_6GT17,0.064,113.644,0,195,0,0,C5,CA
4,4,OFRA_PP_6GT17,0.000287,86.232,2.408,148.971,-3.991,0.314,C1,CW
5,5,OFRA_PP_6GT17,0.143,112.642,0,197,0,0,C1,A
6,6,OFRA_PP_6GT17,0.067,98.543,0,183,0,0,C1,CA
7,7,OFRA_PP_6GT17,0.0003343,125.781,6.82E-12,172,-95.143,0.366,C2,H
8,8,OFRA_PP_6GT17,0.0001833,130.309,69.873,168.873,-88.958,0.2,C2,CH
9,9,OFRA_PP_6GT17,0.0004529,148.213,0.381,174.568,-8.011,0.497,C2,W
1,1,OFRA_PP_4HS15,0.0002762,108.515,0.528,141.773,-97.684,0.324,C1,H
10,10,OFRA_PP_4HS15,0.0002306,83.607,0.858,166.39,-0.541,0.27,C2,CW
11,11,OFRA_PP_4HS15,0.146,118.172,0,200,0,0,C2,A
12,12,OFRA_PP_4HS15,0.046,103.299,0,200,0,0,C2,CA
13,13,OFRA_PP_4HS15,3.00E-04,112.196,0.814,152.195,-77.876,0.352,C3,H
14,14,OFRA_PP_4HS15,0.0001634,78.085,22.8,135.4,-93.814,0.192,C3,CH
15,15,OFRA_PP_4HS15,0.0003239,88.832,0.647,149.899,0.385,0.38,C3,W
16,16,OFRA_PP_4HS15,0.0001699,72.091,0,134.872,2.203,0.199,C3,CW
17,17,OFRA_PP_4HS15,0.116,101.066,0,180,0,0,C3,A
18,18,OFRA_PP_4HS15,0.044,91.483,0,180,0,0,C3,CA
19,19,OFRA_PP_4HS15,0.0002928,125.698,0.716,165.551,-101.143,0.343,C4,H
2,2,OFRA_PP_4HS15,0.00018,88.694,8.654,145.811,-104.708,0.211,C1,CH
20,20,OFRA_PP_4HS15,0.0001735,89.583,2.013,157.999,-101.592,0.203,C4,CH
21,21,OFRA_PP_4HS15,0.0003825,125.725,0.35,172.911,-5.873,0.449,C4,W
22,22,OFRA_PP_4HS15,0.0002118,109.21,0.333,164.819,5.301,0.248,C4,CW
23,23,OFRA_PP_4HS15,0.104,120.295,0,194,0,0,C4,A
24,24,OFRA_PP_4HS15,0.039,109.97,0,194,0,0,C4,CA
25,25,OFRA_PP_4HS15,0.000316,89.549,2.109,139.032,-97.516,0.371,C5,H
26,26,OFRA_PP_4HS15,0.0002118,67.587,0,131.683,-111.038,0.249,C5,CH
27,27,OFRA_PP_4HS15,0.0003752,93.131,14.883,139.516,-8.318,0.441,C5,W
28,28,OFRA_PP_4HS15,0.0002046,79.662,0.376,182.213,-3.045,0.24,C5,CW
29,29,OFRA_PP_4HS15,0.122,96.94,0,184,0,0,C5,A
3,3,OFRA_PP_4HS15,0.0003832,100.646,0.634,137.482,-11.119,0.45,C1,W
30,30,OFRA_PP_4HS15,0.045,83.188,0,184,0,0,C5,CA
4,4,OFRA_PP_4HS15,0.000214,68.541,0.347,112.474,-3.504,0.25,C1,CW
5,5,OFRA_PP_4HS15,0.13,93.874,0,171,0,0,C1,A
6,6,OFRA_PP_4HS15,0.044,82.531,0,159,0,0,C1,CA
7,7,OFRA_PP_4HS15,0.0002878,108.656,0.207,170.409,-85.668,0.338,C2,H
8,8,OFRA_PP_4HS15,0.0001786,101.691,48,154.667,-90,0.209,C2,CH
9,9,OFRA_PP_4HS15,0.0003781,125.267,0.227,158.899,-5.94,0.444,C2,W
1,1,OFRA_PP_2HS27,0.002,98.41,0.373,166.682,-86.386,0.779,C1,H
10,10,OFRA_PP_2HS27,0.000997,67.779,0.105,118,5.807,0.486,C2,CW
11,11,OFRA_PP_2HS27,0.54,112.747,0,191,0,0,C2,A
12,12,OFRA_PP_2HS27,0.266,87.298,0,163,0,0,C2,CA
13,13,OFRA_PP_2HS27,0.002,118.659,0,179.667,-90,0.917,C3,H
14,14,OFRA_PP_2HS27,0.001,74.579,0,168,-90,0.557,C3,CH
15,15,OFRA_PP_2HS27,0.002,113.131,0.034,181.291,-0.979,0.958,C3,W
16,16,OFRA_PP_2HS27,0.001,82.71,0.035,175.801,-0.855,0.549,C3,CW
17,17,OFRA_PP_2HS27,0.695,136.046,0,191,0,0,C3,A
18,18,OFRA_PP_2HS27,0.246,102.897,0,181,0,0,C3,CA
19,19,OFRA_PP_2HS27,0.002,115.617,0,182.148,-88.939,0.884,C4,H
2,2,OFRA_PP_2HS27,0.001,106.593,55.244,145.398,-90.855,0.549,C1,CH
20,20,OFRA_PP_2HS27,0.0009802,67.522,0.009,140.399,-85.073,0.477,C4,CH
21,21,OFRA_PP_2HS27,0.002,121.62,0,185.889,0.531,0.884,C4,W
22,22,OFRA_PP_2HS27,0.001,72.073,0,118.164,1.762,0.532,C4,CW
23,23,OFRA_PP_2HS27,0.588,134.776,0,202,0,0,C4,A
24,24,OFRA_PP_2HS27,0.23,100.158,0,193,0,0,C4,CA
3,3,OFRA_PP_2HS27,0.002,106.695,0.013,164,2.182,0.86,C1,W
4,4,OFRA_PP_2HS27,0.001,89.764,0.32,135.667,0.774,0.606,C1,CW
5,5,OFRA_PP_2HS27,0.66,125.562,0,185,0,0,C1,A
6,6,OFRA_PP_2HS27,0.301,100.023,0,174,0,0,C1,CA
7,7,OFRA_PP_2HS27,0.002,98.724,0.084,178.333,-82.569,0.76,C2,H
8,8,OFRA_PP_2HS27,0.001,100.649,57.854,162,-86.424,0.525,C2,CH
9,9,OFRA_PP_2HS27,0.002,116.594,0.35,171.219,2.921,0.803,C2,W
1,1,OFRA_PP_2HS9_P1,0.0003436,126.559,21.663,145.66,-94.399,0.354,C1,H
10,10,OFRA_PP_2HS9_P1,0.0001624,102.005,0.04,148.124,-24.775,0.166,C2,CW
11,11,OFRA_PP_2HS9_P1,0.092,125.409,0,156,0,0,C2,A
12,12,OFRA_PP_2HS9_P1,0.018,116.828,0,156,0,0,C2,CA
13,13,OFRA_PP_2HS9_P1,0.0003615,129.29,0.338,157.444,-97.792,0.372,C3,H
14,14,OFRA_PP_2HS9_P1,0.0002235,137.117,1.361,156.177,-105.68,0.229,C3,CH
15,15,OFRA_PP_2HS9_P1,0.0003897,135.517,2.444,156.667,-12.829,0.401,C3,W
16,16,OFRA_PP_2HS9_P1,0.000246,129.266,0.577,156.667,-20.659,0.253,C3,CW
17,17,OFRA_PP_2HS9_P1,0.121,136.682,0,169,0,0,C3,A
18,18,OFRA_PP_2HS9_P1,0.046,135.583,0,169,0,0,C3,CA
19,19,OFRA_PP_2HS9_P1,0.000369,117.6,0.884,138.299,-91.169,0.38,C4,H
2,2,OFRA_PP_2HS9_P1,0.0002263,116.719,81.344,143,-100.561,0.233,C1,CH
20,20,OFRA_PP_2HS9_P1,0.0002385,82.576,0.211,134.122,-94.538,0.245,C4,CH
21,21,OFRA_PP_2HS9_P1,0.000369,97.001,0,137.673,1.753,0.38,C4,W
22,22,OFRA_PP_2HS9_P1,2.00E-04,106.036,0,136.667,0,0.205,C4,CW
23,23,OFRA_PP_2HS9_P1,0.11,116.894,0,149,0,0,C4,A
24,24,OFRA_PP_2HS9_P1,0.041,110.47,0,149,0,0,C4,CA
25,25,OFRA_PP_2HS9_P1,0.0004197,116.09,74.311,141.214,-95.659,0.432,C5,H
26,26,OFRA_PP_2HS9_P1,0.0002629,91.023,0.072,140.041,-105.832,0.27,C5,CH
27,27,OFRA_PP_2HS9_P1,0.0004188,104.815,0,142.261,-8.785,0.431,C5,W
28,28,OFRA_PP_2HS9_P1,0.0002535,125.187,73.015,143.969,-5.964,0.261,C5,CW
29,29,OFRA_PP_2HS9_P1,0.134,121.539,0,156,0,0,C5,A
3,3,OFRA_PP_2HS9_P1,0.0003728,121.728,0,150,0,0.384,C1,W
30,30,OFRA_PP_2HS9_P1,0.052,110.312,0,156,0,0,C5,CA
4,4,OFRA_PP_2HS9_P1,0.00023,111.019,0,144.333,2.816,0.237,C1,CW
5,5,OFRA_PP_2HS9_P1,0.115,125.175,0,156,0,0,C1,A
6,6,OFRA_PP_2HS9_P1,0.043,116.694,0,154,0,0,C1,CA
7,7,OFRA_PP_2HS9_P1,0.0003277,110.495,0,141.542,-102.6,0.338,C2,H
8,8,OFRA_PP_2HS9_P1,0.0001624,130.911,91.88,144.749,-125.538,0.167,C2,CH
9,9,OFRA_PP_2HS9_P1,0.0003681,129.715,2.658,144.352,-21.584,0.379,C2,W
1,1,OFRA_PP_2GT41_P1,0.0002762,98.031,0,157.982,-92.411,0.324,C1,H
10,10,OFRA_PP_2GT41_P1,0.0002066,117.785,76.587,176.019,0.807,0.242,C2,CW
11,11,OFRA_PP_2GT41_P1,0.129,129.641,0,201,0,0,C2,A
12,12,OFRA_PP_2GT41_P1,0.043,120.24,0,190,0,0,C2,CA
13,13,OFRA_PP_2GT41_P1,0.0003748,129.57,0.563,180.698,-100.265,0.44,C3,H
14,14,OFRA_PP_2GT41_P1,0.0002298,100.819,0.793,153.667,-87.101,0.269,C3,CH
15,15,OFRA_PP_2GT41_P1,0.0003864,119.059,0.655,164.776,7.339,0.453,C3,W
16,16,OFRA_PP_2GT41_P1,0.0002262,112.876,1.647,185.266,8.13,0.265,C3,CW
17,17,OFRA_PP_2GT41_P1,0.12,133.725,0,200,0,0,C3,A
18,18,OFRA_PP_2GT41_P1,0.051,121.226,0,198,0,0,C3,CA
19,19,OFRA_PP_2GT41_P1,0.000319,129.917,0.261,174.33,-96.282,0.373,C4,H
2,2,OFRA_PP_2GT41_P1,0.0001399,91.718,57,131.083,-86.424,0.164,C1,CH
20,20,OFRA_PP_2GT41_P1,0.0002197,105.026,42.132,144.951,-96.089,0.257,C4,CH
21,21,OFRA_PP_2GT41_P1,0.0004241,128.8,76.265,171.721,-2.353,0.498,C4,W
22,22,OFRA_PP_2GT41_P1,0.0002298,109.532,0.435,160.658,2.175,0.269,C4,CW
23,23,OFRA_PP_2GT41_P1,0.134,129.377,0,192,0,0,C4,A
24,24,OFRA_PP_2GT41_P1,0.046,115.242,0,192,0,0,C4,CA
25,25,OFRA_PP_2GT41_P1,0.0003995,143.79,87.603,193.715,-79.099,0.468,C5,H
26,26,OFRA_PP_2GT41_P1,0.000224,104.021,0.32,169,-87.026,0.263,C5,CH
27,27,OFRA_PP_2GT41_P1,0.0004481,147.273,107.937,186,11.965,0.526,C5,W
28,28,OFRA_PP_2GT41_P1,0.0002436,124.067,0.964,181.197,8.227,0.286,C5,CW
29,29,OFRA_PP_2GT41_P1,0.137,139.166,0,205,0,0,C5,A
3,3,OFRA_PP_2GT41_P1,0.0004046,126.615,0.189,164.197,2.883,0.474,C1,W
30,30,OFRA_PP_2GT41_P1,0.052,128.968,0,205,0,0,C5,CA
4,4,OFRA_PP_2GT41_P1,0.0002124,79.91,0,132.607,1.569,0.249,C1,CW
5,5,OFRA_PP_2GT41_P1,0.11,119.298,0,186,0,0,C1,A
6,6,OFRA_PP_2GT41_P1,0.046,103.734,0,186,0,0,C1,CA
7,7,OFRA_PP_2GT41_P1,0.0003545,116.384,0,161.333,-90,0.416,C2,H
8,8,OFRA_PP_2GT41_P1,0.0001631,115.953,0.333,185.429,-88.977,0.191,C2,CH
9,9,OFRA_PP_2GT41_P1,0.0003603,115.287,1.667,160.667,0,0.422,C2,W
1,1,IMG_3872,0.0002637,141.223,15.004,180.59,-71.139,0.367,C1,H
10,10,IMG_3872,0.0002188,124.217,1.838,156.554,6.923,0.304,C2,CW
11,11,IMG_3872,0.122,137.723,0,183,-87.169,0.393,C2,A
12,12,IMG_3872,0.068,126.689,0,183,-93.483,0.248,C2,CA
13,13,IMG_3872,0.0002699,142.639,0.312,189.448,-84.06,0.375,C3,H
14,14,IMG_3872,0.0001698,112.102,1.01,180.333,-81.573,0.235,C3,CH
15,15,IMG_3872,0.0003582,146.969,0,190,0.744,0.498,C3,W
16,16,IMG_3872,0.0002162,146.282,1.137,185.054,3.705,0.3,C3,CW
17,17,IMG_3872,0.143,158.86,0,199,0,0,C3,A
18,18,IMG_3872,0.056,132.065,0,199,0,0,C3,CA
19,19,IMG_3872,0.0002359,145.281,0.333,185.478,-87.739,0.328,C4,H
2,2,IMG_3872,0.0001817,123.054,1.931,170.333,-97.368,0.252,C1,CH
20,20,IMG_3872,0.0001832,131.38,36.314,184.297,-91.456,0.254,C4,CH
21,21,IMG_3872,0.0003566,136.684,0.081,183.17,-0.747,0.496,C4,W
22,22,IMG_3872,0.0002137,140.183,92.919,173.931,5.006,0.296,C4,CW
23,23,IMG_3872,0.122,149.367,0,188,0,0,C4,A
24,24,IMG_3872,0.06,135.604,0,188,0,0,C4,CA
25,25,IMG_3872,0.0002854,140.348,38.432,182.105,-94.367,0.396,C5,H
26,26,IMG_3872,0.0002013,100.028,0.203,157.843,-94.421,0.28,C5,CH
27,27,IMG_3872,0.0003721,142.205,0.667,184,1.591,0.517,C5,W
28,28,IMG_3872,0.0002266,106.422,0.088,155.968,4.981,0.314,C5,CW
29,29,IMG_3872,0.147,146.086,0,195,0,0,C5,A
3,3,IMG_3872,0.099,144.39,0,192,0,0,C1,W
30,30,IMG_3872,0.069,125.497,0,195,0,0,C5,CA
4,4,IMG_3872,0.064,135.508,0,189,0,0,C1,CW
5,5,IMG_3872,0.0002808,130.102,0.333,169.163,-60.884,0.39,C1,A
6,6,IMG_3872,0.0002157,112.324,2.692,147.093,-48.504,0.299,C1,CA
7,7,IMG_3872,0,NA,255,0,-2.332,0.477,C2,H
8,8,IMG_3872,0.0001615,123.151,0,174.962,-89.449,0.224,C2,CH
9,9,IMG_3872,0.0003324,130.462,1.277,164.112,-2.675,0.462,C2,W
1,1,OFRA_PP_2GT10,0.0003633,182.116,0.665,221.042,-86.496,0.4,C1,H
10,10,OFRA_PP_2GT10,0.0002526,158.568,0.886,211.763,9.002,0.278,C2,CW
11,11,OFRA_PP_2GT10,0.126,194.791,0,241,0,0,C2,A
12,12,OFRA_PP_2GT10,0.059,179.34,0,230,0,0,C2,CA
13,13,OFRA_PP_2GT10,0.0004355,168.726,112.101,223.381,-95.41,0.48,C3,H
14,14,OFRA_PP_2GT10,0.0002477,118.719,0.26,201,-84.289,0.273,C3,CH
15,15,OFRA_PP_2GT10,0.0004371,184.073,0.018,218.991,4.746,0.482,C3,W
16,16,OFRA_PP_2GT10,0.0002583,160.908,0.333,204,6.944,0.285,C3,CW
17,17,OFRA_PP_2GT10,0.144,188.116,0,228,0,0,C3,A
18,18,OFRA_PP_2GT10,0.067,175.52,0,228,0,0,C3,CA
19,19,OFRA_PP_2GT10,0.0003215,191.689,0.105,230,-87.064,0.354,C4,H
2,2,OFRA_PP_2GT10,0.0002362,152.904,0.002,212,-100.84,0.26,C1,CH
20,20,OFRA_PP_2GT10,0.000237,154.55,1,202.667,-89.204,0.261,C4,CH
21,21,OFRA_PP_2GT10,0.000351,170.644,0.265,219.333,10.521,0.387,C4,W
22,22,OFRA_PP_2GT10,0.0002354,155.19,0.182,204.184,12.095,0.259,C4,CW
23,23,OFRA_PP_2GT10,0.108,189.771,0,235,0,0,C4,A
24,24,OFRA_PP_2GT10,0.061,178.133,0,235,0,0,C4,CA
25,25,OFRA_PP_2GT10,0.0003625,160.205,0.204,218.447,-77.161,0.399,C5,H
26,26,OFRA_PP_2GT10,0.0002583,159.717,121.688,211,-88.905,0.284,C5,CH
27,27,OFRA_PP_2GT10,0.0003838,189.654,0.225,225.606,-3.683,0.423,C5,W
28,28,OFRA_PP_2GT10,0.0002559,163.544,0.631,214.333,-4.059,0.281,C5,CW
29,29,OFRA_PP_2GT10,0.113,186.732,0,233,0,0,C5,A
3,3,OFRA_PP_2GT10,0.0004273,178.671,0.159,226.787,3.968,0.471,C1,W
30,30,OFRA_PP_2GT10,0.061,174.625,0,233,0,0,C5,CA
4,4,OFRA_PP_2GT10,0.0002731,165.98,0.016,221.792,6.74,0.301,C1,CW
5,5,OFRA_PP_2GT10,0.126,195.939,0,238,0,0,C1,A
6,6,OFRA_PP_2GT10,0.081,189.089,0,239,0,0,C1,CA
7,7,OFRA_PP_2GT10,0.0003723,166.012,0,226.333,-90.379,0.41,C2,H
8,8,OFRA_PP_2GT10,0.0002345,140.99,0.018,214.772,-89.397,0.258,C2,CH
9,9,OFRA_PP_2GT10,0.0004191,183.547,0.333,228.333,1.685,0.462,C2,W
1,1,OFRA_PP_26T7_P2,0.000359,159.236,0.868,201,-89.751,0.497,C1,H
10,10,OFRA_PP_26T7_P2,0.0001902,127.924,1.847,161.867,9.926,0.263,C2,CW
11,11,OFRA_PP_26T7_P2,0.135,149.318,0,202,0,0,C2,A
12,12,OFRA_PP_26T7_P2,0.061,136.239,0,198,0,0,C2,CA
13,13,OFRA_PP_26T7_P2,0.0003128,155.419,87.768,186.754,-73.374,0.433,C3,H
14,14,OFRA_PP_26T7_P2,0.000198,116.155,78.509,178.298,-87.589,0.274,C3,CH
15,15,OFRA_PP_26T7_P2,0.0003247,145.528,75.16,178.013,-0.367,0.45,C3,W
16,16,OFRA_PP_26T7_P2,0.000173,133.938,0.446,179.409,9.009,0.239,C3,CW
17,17,OFRA_PP_26T7_P2,0.146,153.261,0,205,0,0,C3,A
18,18,OFRA_PP_26T7_P2,0.061,137.395,0,205,0,0,C3,CA
19,19,OFRA_PP_26T7_P2,0.0003289,120.272,0.477,186.523,-90.725,0.456,C4,H
2,2,OFRA_PP_26T7_P2,0.0002115,138.146,2.088,176.025,-98.07,0.293,C1,CH
20,20,OFRA_PP_26T7_P2,0.0002271,99.666,0.661,158.572,-91.577,0.314,C4,CH
21,21,OFRA_PP_26T7_P2,0.0003227,131.103,0.376,177.932,6.299,0.447,C4,W
22,22,OFRA_PP_26T7_P2,0.000185,99.355,52.105,159.303,11.056,0.256,C4,CW
23,23,OFRA_PP_26T7_P2,0.161,143.758,0,203,0,0,C4,A
24,24,OFRA_PP_26T7_P2,0.063,117.008,0,203,0,0,C4,CA
25,25,OFRA_PP_26T7_P2,0.0002842,150.547,0.703,187.314,-104.85,0.394,C5,H
26,26,OFRA_PP_26T7_P2,0.0001985,135.16,0.153,186.83,-94.814,0.275,C5,CH
27,27,OFRA_PP_26T7_P2,0.0002676,160.542,102.667,188.881,4.912,0.37,C5,W
28,28,OFRA_PP_26T7_P2,0.0001834,136.954,0.979,178.934,8.499,0.254,C5,CW
29,29,OFRA_PP_26T7_P2,0.132,151.056,0,212,0,0,C5,A
3,3,OFRA_PP_26T7_P2,0.0003263,155.864,104.703,181.689,5.219,0.452,C1,W
30,30,OFRA_PP_26T7_P2,0.068,144.197,0,212,0,0,C5,CA
4,4,OFRA_PP_26T7_P2,0.0001938,154.117,0,190.817,2.77,0.268,C1,CW
5,5,OFRA_PP_26T7_P2,0.168,167.04,0,229,0,0,C1,A
6,6,OFRA_PP_26T7_P2,0.062,150.15,0,207,0,0,C1,CA
7,7,OFRA_PP_26T7_P2,0.0002925,148.57,0.188,186.916,-93.977,0.405,C2,H
8,8,OFRA_PP_26T7_P2,0.0001969,120.23,1.571,167,-91.364,0.273,C2,CH
9,9,OFRA_PP_26T7_P2,0.0002816,133.469,0.552,172.667,-2.862,0.39,C2,W
1,1,OFRA_PP_2GT7_P1,0.0003724,171.657,0.333,220.31,-106.44,0.376,C1,H
10,10,OFRA_PP_2GT7_P1,0.0002343,167.26,0,206.667,0,0.237,C2,CW
11,11,OFRA_PP_2GT7_P1,0.143,183.97,0,232,0,0,C2,A
12,12,OFRA_PP_2GT7_P1,0,NA,255,0,0,0,C2,CA
13,13,OFRA_PP_2GT7_P1,0.000351,159.375,0,216,-92.862,0.355,C3,H
14,14,OFRA_PP_2GT7_P1,0.0001993,169.395,136.157,193.51,-91.685,0.201,C3,CH
15,15,OFRA_PP_2GT7_P1,0.000456,175.959,0,220.667,-1.469,0.462,C3,W
16,16,OFRA_PP_2GT7_P1,0.0002752,162.648,0,215.34,-1.219,0.278,C3,CW
17,17,OFRA_PP_2GT7_P1,9.72E-07,134,134,134,0,0,C3,A
18,18,OFRA_PP_2GT7_P1,0.029,151.59,0,215,0,0,C3,CA
19,19,OFRA_PP_2GT7_P1,0.0003802,171.851,138.851,216.333,-89.119,0.385,C4,H
2,2,OFRA_PP_2GT7_P1,0.0001935,181.553,142.333,222.333,-90,0.195,C1,CH
20,20,OFRA_PP_2GT7_P1,0.000211,146.132,0,216.333,-90,0.213,C4,CH
21,21,OFRA_PP_2GT7_P1,0.0005493,165.746,0,208.582,-0.61,0.556,C4,W
22,22,OFRA_PP_2GT7_P1,0.0002285,174.159,0,220.718,2.936,0.231,C4,CW
23,23,OFRA_PP_2GT7_P1,9.72E-07,180,180,180,0,0,C4,A
24,24,OFRA_PP_2GT7_P1,9.72E-07,151,151,151,0,0,C4,CA
25,25,OFRA_PP_2GT7_P1,0.0003685,124.078,0,190.333,-91.818,0.373,C5,H
26,26,OFRA_PP_2GT7_P1,0.0001701,127.947,0,206.333,-90,0.172,C5,CH
27,27,OFRA_PP_2GT7_P1,0.0004035,148.899,0.821,190.87,-1.66,0.408,C5,W
28,28,OFRA_PP_2GT7_P1,0.000176,114.693,0.078,182,1.909,0.178,C5,CW
29,29,OFRA_PP_2GT7_P1,0.143,151.621,0,233,0,0,C5,A
3,3,OFRA_PP_2GT7_P1,0.0005843,187.741,0,219.31,0.573,0.592,C1,W
30,30,OFRA_PP_2GT7_P1,0.017,134.756,0,214,0,0,C5,CA
4,4,OFRA_PP_2GT7_P1,0.000246,171.812,0,222.429,2.726,0.249,C1,CW
5,5,OFRA_PP_2GT7_P1,0.174,189.346,0,238,0,0,C1,A
6,6,OFRA_PP_2GT7_P1,0.026,172.186,0,231,0,0,C1,CA
7,7,OFRA_PP_2GT7_P1,0.0004045,158.32,0.167,214.177,-93.318,0.409,C2,H
8,8,OFRA_PP_2GT7_P1,0.0002061,143.898,0.136,206.841,-96.52,0.208,C2,CH
9,9,OFRA_PP_2GT7_P1,0.0004385,175.359,0.533,220.067,-2.291,0.444,C2,W
1,1,OFRA_PP_2GT3_P2,0.0003081,151.509,88.222,170.852,-87.879,0.365,C1,H
10,10,OFRA_PP_2GT3_P2,0.0001672,95.584,0.161,139.492,7.853,0.198,C2,CW
11,11,OFRA_PP_2GT3_P2,0.092,119.509,0,159,0,0,C2,A
12,12,OFRA_PP_2GT3_P2,0.048,107.07,0,159,0,0,C2,CA
13,13,OFRA_PP_2GT3_P2,0.0004276,119.712,39.947,155.942,-88.472,0.506,C3,H
14,14,OFRA_PP_2GT3_P2,0.0002775,93.55,40.333,139.776,-85.285,0.328,C3,CH
15,15,OFRA_PP_2GT3_P2,0.0003365,105.158,0,141.458,-1.941,0.398,C3,W
16,16,OFRA_PP_2GT3_P2,0.0002455,101.52,0.333,140.333,0,0.29,C3,CW
17,17,OFRA_PP_2GT3_P2,0.208,123.46,0,166,0,0,C3,A
18,18,OFRA_PP_2GT3_P2,0.083,102.359,0,161,0,0,C3,CA
19,19,OFRA_PP_2GT3_P2,0.0003679,117.002,0.447,171.824,-90.888,0.435,C4,H
2,2,OFRA_PP_2GT3_P2,0.0002099,108.336,0.333,156.762,-96.254,0.248,C1,CH
20,20,OFRA_PP_2GT3_P2,0.0002682,126.609,0.816,169.574,-87.563,0.317,C4,CH
21,21,OFRA_PP_2GT3_P2,0.000333,147.605,0.667,165.756,-6.394,0.394,C4,W
22,22,OFRA_PP_2GT3_P2,0.0002056,122.846,0.31,167.5,-0.796,0.243,C4,CW
23,23,OFRA_PP_2GT3_P2,0.165,146.752,0,181,0,0,C4,A
24,24,OFRA_PP_2GT3_P2,0.071,137.795,0,181,0,0,C4,CA
25,25,OFRA_PP_2GT3_P2,0.0003735,138.583,0.333,172,-90,0.442,C5,H
26,26,OFRA_PP_2GT3_P2,0.000269,133.358,91.654,169.7,-85.741,0.318,C5,CH
27,27,OFRA_PP_2GT3_P2,0.0003052,147.064,0.508,170.274,-1.071,0.361,C5,W
28,28,OFRA_PP_2GT3_P2,0.0002142,135.726,103.578,171.627,-3.053,0.253,C5,CW
29,29,OFRA_PP_2GT3_P2,0.137,145.24,0,180,0,0,C5,A
3,3,OFRA_PP_2GT3_P2,0.000397,158.205,0.323,179.333,-4.115,0.47,C1,W
30,30,OFRA_PP_2GT3_P2,0.058,132.677,0,180,0,0,C5,CA
4,4,OFRA_PP_2GT3_P2,0.0002199,116.907,0,164.446,-2.974,0.26,C1,CW
5,5,OFRA_PP_2GT3_P2,0.158,151.914,0,188,0,0,C1,A
6,6,OFRA_PP_2GT3_P2,0.06,136.43,0,188,0,0,C1,CA
7,7,OFRA_PP_2GT3_P2,0.0003679,118.885,55.003,146.023,-82.875,0.435,C2,H
8,8,OFRA_PP_2GT3_P2,0.0002298,97.482,0.728,139.856,-83.581,0.272,C2,CH
9,9,OFRA_PP_2GT3_P2,0.0003252,110.239,0,142.667,0.503,0.385,C2,W
1,1,OFRA_PP_2673_P1,0.0003981,184.286,120.537,208.976,-85.79,0.442,C1,H
10,10,OFRA_PP_2673_P1,0.0002765,151.024,90.68,195,5.057,0.306,C2,CW
11,11,OFRA_PP_2673_P1,0.16,170.027,0,221,0,0,C2,A
12,12,OFRA_PP_2673_P1,0.091,164.134,0,220,0,0,C2,CA
13,13,OFRA_PP_2673_P1,0.0003786,145.583,0.071,204.612,-87.045,0.419,C3,H
14,14,OFRA_PP_2673_P1,0.0002797,158.901,112.68,190.826,-102.095,0.309,C3,CH
15,15,OFRA_PP_2673_P1,0.0003827,172.539,0.278,210.001,6.219,0.424,C3,W
16,16,OFRA_PP_2673_P1,0.0002692,145.309,100.743,199,8.865,0.298,C3,CW
17,17,OFRA_PP_2673_P1,0.155,159.978,0,216,0,0,C3,A
18,18,OFRA_PP_2673_P1,0.096,150.045,0,212,0,0,C3,CA
19,19,OFRA_PP_2673_P1,0.0004086,157.14,0.333,196.76,-86.58,0.453,C4,H
2,2,OFRA_PP_2673_P1,0.0002911,154.553,93.938,188.922,-86.634,0.322,C1,CH
20,20,OFRA_PP_2673_P1,0.0002732,127.555,0,191.821,-98.902,0.303,C4,CH
21,21,OFRA_PP_2673_P1,0.0003746,161.155,0,201.82,-2.738,0.415,C4,W
22,22,OFRA_PP_2673_P1,0.0002197,129.441,0.022,184.956,2.968,0.243,C4,CW
23,23,OFRA_PP_2673_P1,0.15,167.853,0,216,0,0,C4,A
