Site Name ,ODY12081
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,12081


Scan No ,Date and Time,       Integrating Light,        ,
643,17/07/2021 , 21:10:00,0,0
644,17/07/2021 , 21:20:00,0,0
645,17/07/2021 , 21:30:00,0,0
646,17/07/2021 , 21:40:00,0,0
647,17/07/2021 , 21:50:00,0,0
648,17/07/2021 , 22:00:00,0,0
649,17/07/2021 , 22:10:00,0,0
650,17/07/2021 , 22:20:00,0,0
651,17/07/2021 , 22:30:00,0,0
652,17/07/2021 , 22:40:00,0,0
653,17/07/2021 , 22:50:00,0,0
654,17/07/2021 , 23:00:00,0,0
655,17/07/2021 , 23:10:00,0,0
656,17/07/2021 , 23:20:00,0,0
657,17/07/2021 , 23:30:00,0,0
658,17/07/2021 , 23:40:00,0,0
659,17/07/2021 , 23:50:00,0,0
660,17/07/2021 , 24:00:00,0,0
661,18/07/2021 , 00:10:00,0,0
662,18/07/2021 , 00:20:00,0,0
663,18/07/2021 , 00:30:00,0,0
664,18/07/2021 , 00:40:00,0,0
665,18/07/2021 , 00:50:00,0,0
666,18/07/2021 , 01:00:00,0,0
667,18/07/2021 , 01:10:00,0,0
668,18/07/2021 , 01:20:00,0,0
669,18/07/2021 , 01:30:00,0,0
670,18/07/2021 , 01:40:00,0,0
671,18/07/2021 , 01:50:00,0,0
672,18/07/2021 , 02:00:00,0,0
673,18/07/2021 , 02:10:00,0,0
674,18/07/2021 , 02:20:00,0,0
675,18/07/2021 , 02:30:00,0,0
676,18/07/2021 , 02:40:00,0,0
677,18/07/2021 , 02:50:00,0,0
678,18/07/2021 , 03:00:00,0,0
679,18/07/2021 , 03:10:00,0,0
680,18/07/2021 , 03:20:00,0,0
681,18/07/2021 , 03:30:00,0,0
682,18/07/2021 , 03:40:00,0,0
683,18/07/2021 , 03:50:00,0,0
684,18/07/2021 , 04:00:00,0,0
685,18/07/2021 , 04:10:00,0,0
686,18/07/2021 , 04:20:00,0,0
687,18/07/2021 , 04:30:00,0,0
688,18/07/2021 , 04:40:00,0,0
689,18/07/2021 , 04:50:00,0,0
690,18/07/2021 , 05:00:00,0,0
691,18/07/2021 , 05:10:00,0,0
692,18/07/2021 , 05:20:00,0,0
693,18/07/2021 , 05:30:00,0,0
694,18/07/2021 , 05:40:00,0,0
695,18/07/2021 , 05:50:00,0,0
696,18/07/2021 , 06:00:00,0,0
697,18/07/2021 , 06:10:00,3,3
698,18/07/2021 , 06:20:00,14,14
699,18/07/2021 , 06:30:00,28,28
700,18/07/2021 , 06:40:00,55,55
701,18/07/2021 , 06:50:00,92,92
702,18/07/2021 , 07:00:00,126,126
703,18/07/2021 , 07:10:00,163,163
704,18/07/2021 , 07:20:00,207,207
705,18/07/2021 , 07:30:00,257,257
706,18/07/2021 , 07:40:00,306,306
707,18/07/2021 , 07:50:00,364,364
708,18/07/2021 , 08:00:00,425,425
709,18/07/2021 , 08:10:00,486,486
710,18/07/2021 , 08:20:00,550,550
711,18/07/2021 , 08:30:00,591,591
712,18/07/2021 , 08:40:00,684,684
713,18/07/2021 , 08:50:00,763,763
714,18/07/2021 , 09:00:00,779,779
715,18/07/2021 , 09:10:00,808,808
716,18/07/2021 , 09:20:00,925,925
717,18/07/2021 , 09:30:00,916,916
718,18/07/2021 , 09:40:00,1033,1033
719,18/07/2021 , 09:50:00,1131,1131
720,18/07/2021 , 10:00:00,1232,1232
721,18/07/2021 , 10:10:00,1287,1287
722,18/07/2021 , 10:20:00,1345,1345
723,18/07/2021 , 10:30:00,1399,1399
724,18/07/2021 , 10:40:00,1454,1454
725,18/07/2021 , 10:50:00,1506,1506
726,18/07/2021 , 11:00:00,1560,1560
727,18/07/2021 , 11:10:00,1593,1593
728,18/07/2021 , 11:20:00,1635,1635
729,18/07/2021 , 11:30:00,1673,1673
730,18/07/2021 , 11:40:00,1699,1699
731,18/07/2021 , 11:50:00,1716,1716
732,18/07/2021 , 12:00:00,1732,1732
733,18/07/2021 , 12:10:00,1740,1740
734,18/07/2021 , 12:20:00,1744,1744
735,18/07/2021 , 12:30:00,1675,1675
736,18/07/2021 , 12:40:00,1721,1721
737,18/07/2021 , 12:50:00,1734,1734
738,18/07/2021 , 13:00:00,1739,1739
739,18/07/2021 , 13:10:00,1337,1337
740,18/07/2021 , 13:20:00,1390,1390
741,18/07/2021 , 13:30:00,1654,1654
742,18/07/2021 , 13:40:00,1745,1745
743,18/07/2021 , 13:50:00,1544,1544
744,18/07/2021 , 14:00:00,1064,1064
745,18/07/2021 , 14:10:00,526,526
746,18/07/2021 , 14:20:00,538,538
747,18/07/2021 , 14:30:00,501,501
748,18/07/2021 , 14:40:00,445,445
749,18/07/2021 , 14:50:00,410,410
750,18/07/2021 , 15:00:00,347,347
751,18/07/2021 , 15:10:00,376,376
752,18/07/2021 , 15:20:00,362,362
753,18/07/2021 , 15:30:00,343,343
754,18/07/2021 , 15:40:00,293,293
755,18/07/2021 , 15:50:00,224,224
756,18/07/2021 , 16:00:00,173,173
757,18/07/2021 , 16:10:00,144,144
758,18/07/2021 , 16:20:00,124,124
759,18/07/2021 , 16:30:00,114,114
760,18/07/2021 , 16:40:00,100,100
761,18/07/2021 , 16:50:00,102,102
762,18/07/2021 , 17:00:00,106,106
763,18/07/2021 , 17:10:00,120,120
764,18/07/2021 , 17:20:00,134,134
765,18/07/2021 , 17:30:00,152,152
766,18/07/2021 , 17:40:00,165,165
767,18/07/2021 , 17:50:00,168,168
768,18/07/2021 , 18:00:00,158,158
769,18/07/2021 , 18:10:00,139,139
770,18/07/2021 , 18:20:00,116,116
771,18/07/2021 , 18:30:00,91,91
772,18/07/2021 , 18:40:00,63,63
773,18/07/2021 , 18:50:00,42,42
774,18/07/2021 , 19:00:00,20,20
775,18/07/2021 , 19:10:00,2,2
776,18/07/2021 , 19:20:00,0,0
777,18/07/2021 , 19:30:00,0,0
778,18/07/2021 , 19:40:00,0,0
779,18/07/2021 , 19:50:00,0,0
780,18/07/2021 , 20:00:00,0,0
781,18/07/2021 , 20:10:00,0,0
782,18/07/2021 , 20:20:00,0,0
783,18/07/2021 , 20:30:00,0,0
784,18/07/2021 , 20:40:00,0,0
785,18/07/2021 , 20:50:00,0,0
786,18/07/2021 , 21:00:00,0,0
787,18/07/2021 , 21:10:00,0,0
788,18/07/2021 , 21:20:00,0,0
789,18/07/2021 , 21:30:00,0,0
790,18/07/2021 , 21:40:00,0,0
791,18/07/2021 , 21:50:00,0,0
792,18/07/2021 , 22:00:00,0,0
793,18/07/2021 , 22:10:00,0,0
794,18/07/2021 , 22:20:00,0,0
795,18/07/2021 , 22:30:00,0,0
796,18/07/2021 , 22:40:00,0,0
797,18/07/2021 , 22:50:00,0,0
798,18/07/2021 , 23:00:00,0,0
799,18/07/2021 , 23:10:00,0,0
800,18/07/2021 , 23:20:00,0,0
801,18/07/2021 , 23:30:00,0,0
802,18/07/2021 , 23:40:00,0,0
803,18/07/2021 , 23:50:00,0,0
804,18/07/2021 , 24:00:00,0,0
805,19/07/2021 , 00:10:00,0,0
806,19/07/2021 , 00:20:00,0,0
807,19/07/2021 , 00:30:00,0,0
808,19/07/2021 , 00:40:00,0,0
809,19/07/2021 , 00:50:00,0,0
810,19/07/2021 , 01:00:00,0,0
811,19/07/2021 , 01:10:00,0,0
812,19/07/2021 , 01:20:00,0,0
813,19/07/2021 , 01:30:00,0,0
814,19/07/2021 , 01:40:00,0,0
815,19/07/2021 , 01:50:00,0,0
816,19/07/2021 , 02:00:00,0,0
817,19/07/2021 , 02:10:00,0,0
818,19/07/2021 , 02:20:00,0,0
819,19/07/2021 , 02:30:00,0,0
820,19/07/2021 , 02:40:00,0,0
821,19/07/2021 , 02:50:00,0,0
822,19/07/2021 , 03:00:00,0,0
823,19/07/2021 , 03:10:00,0,0
824,19/07/2021 , 03:20:00,0,0
825,19/07/2021 , 03:30:00,0,0
826,19/07/2021 , 03:40:00,0,0
827,19/07/2021 , 03:50:00,0,0
828,19/07/2021 , 04:00:00,0,0
829,19/07/2021 , 04:10:00,0,0
830,19/07/2021 , 04:20:00,0,0
831,19/07/2021 , 04:30:00,0,0
832,19/07/2021 , 04:40:00,0,0
833,19/07/2021 , 04:50:00,0,0
834,19/07/2021 , 05:00:00,0,0
835,19/07/2021 , 05:10:00,0,0
836,19/07/2021 , 05:20:00,0,0
837,19/07/2021 , 05:30:00,0,0
838,19/07/2021 , 05:40:00,0,0
839,19/07/2021 , 05:50:00,0,0
840,19/07/2021 , 06:00:00,0,0
841,19/07/2021 , 06:10:00,5,5
842,19/07/2021 , 06:20:00,19,19
843,19/07/2021 , 06:30:00,35,35
844,19/07/2021 , 06:40:00,55,55
845,19/07/2021 , 06:50:00,88,88
846,19/07/2021 , 07:00:00,119,119
847,19/07/2021 , 07:10:00,153,153
848,19/07/2021 , 07:20:00,183,183
849,19/07/2021 , 07:30:00,231,231
850,19/07/2021 , 07:40:00,278,278
851,19/07/2021 , 07:50:00,317,317
852,19/07/2021 , 08:00:00,353,353
853,19/07/2021 , 08:10:00,305,305
854,19/07/2021 , 08:20:00,475,475
855,19/07/2021 , 08:30:00,559,559
856,19/07/2021 , 08:40:00,576,576
857,19/07/2021 , 08:50:00,644,644
858,19/07/2021 , 09:00:00,729,729
859,19/07/2021 , 09:10:00,797,797
860,19/07/2021 , 09:20:00,667,667
861,19/07/2021 , 09:30:00,859,859
862,19/07/2021 , 09:40:00,996,996
863,19/07/2021 , 09:50:00,1052,1052
864,19/07/2021 , 10:00:00,1111,1111
865,19/07/2021 , 10:10:00,1162,1162
866,19/07/2021 , 10:20:00,179,179
867,19/07/2021 , 10:30:00,83,83
868,19/07/2021 , 10:40:00,450,450
869,19/07/2021 , 10:50:00,564,564
870,19/07/2021 , 11:00:00,599,599
871,19/07/2021 , 11:10:00,511,511
872,19/07/2021 , 11:20:00,108,108
873,19/07/2021 , 11:30:00,109,109
874,19/07/2021 , 11:40:00,105,105
875,19/07/2021 , 11:50:00,111,111
876,19/07/2021 , 12:00:00,115,115
877,19/07/2021 , 12:10:00,50,50
878,19/07/2021 , 12:20:00,1,1
879,19/07/2021 , 12:30:00,1,1
880,19/07/2021 , 12:40:00,1790,1790
881,19/07/2021 , 12:50:00,5,5
882,19/07/2021 , 13:00:00,16,16
883,19/07/2021 , 13:10:00,13,13
884,19/07/2021 , 13:20:00,7,7
885,19/07/2021 , 13:30:00,7,7
886,19/07/2021 , 13:40:00,6,6
887,19/07/2021 , 13:50:00,7,7
888,19/07/2021 , 14:00:00,7,7
889,19/07/2021 , 14:10:00,6,6
890,19/07/2021 , 14:20:00,6,6
891,19/07/2021 , 14:30:00,6,6
892,19/07/2021 , 14:40:00,6,6
893,19/07/2021 , 14:50:00,5,5
894,19/07/2021 , 15:00:00,6,6
895,19/07/2021 , 15:10:00,4,4
896,19/07/2021 , 15:20:00,3,3
897,19/07/2021 , 15:30:00,4,4
898,19/07/2021 , 15:40:00,2,2
